key	high	low
2139	17	4
2140	255	255
2141	255	255
2142	255	255
2143	255	255
2144	255	255
2145	255	255
2146	34	15
2147	255	255
2148	255	255
2149	33	9
2150	255	255
2151	255	255
2152	255	255
2153	255	255
2154	42	20
2155	17	5
2156	255	255
2157	255	255
2158	255	255
2159	255	255
2160	255	255
2161	255	255
2162	255	255
2163	255	255
2164	255	255
2165	255	255
2166	255	255
2167	32	22
2168	255	255
2169	255	255
2170	255	255
2171	255	255
2172	255	255
2173	255	255
2174	255	255
2175	255	255
2176	11	7
2177	29	23
2178	255	255
2179	22	20
2180	255	255
2181	255	255
2182	255	255
2183	255	255
2184	255	255
2185	255	255
2186	255	255
2187	255	255
2188	43	6
2189	255	255
2190	21	18
2191	255	255
2192	255	255
2193	255	255
2194	255	255
2195	40	6
2196	255	255
2197	36	31
2198	255	255
2199	255	255
2200	255	255
2201	255	255
2202	29	28
2203	255	255
2204	255	255
2205	255	255
2206	42	32
2207	255	255
2208	255	255
2209	255	255
2210	255	255
2211	255	255
2212	255	255
2213	255	255
2214	255	255
2215	255	255
2216	255	255
2217	255	255
2218	255	255
2219	255	255
2220	28	24
2221	255	255
2222	255	255
2223	255	255
2224	255	255
2225	255	255
2226	255	255
2227	30	21
2228	255	255
2229	255	255
2230	255	255
2231	24	23
2232	35	19
2233	255	255
2234	255	255
2235	255	255
2236	255	255
2237	255	255
2238	255	255
2239	255	255
2240	255	255
2241	255	255
2242	35	31
2243	40	4
2244	43	3
2245	255	255
2246	255	255
2247	255	255
2248	43	2
2249	255	255
2250	255	255
2251	17	7
2252	43	255
2253	43	0
2254	43	1
2255	255	255
2256	255	255
2257	40	1
2258	40	0
2259	40	255
2260	255	255
2261	255	255
2262	255	255
2263	40	2
2264	255	255
2265	255	255
2266	255	255
2267	40	3
2268	43	4
2269	255	255
2270	255	255
2271	25	21
2272	255	255
2273	255	255
2274	255	255
2275	37	26
2276	255	255
2277	255	255
2278	255	255
2279	255	255
2280	255	255
2281	255	255
2282	255	255
2283	255	255
2284	43	5
2285	255	255
2286	255	255
2287	36	19
2288	26	14
2289	255	255
2290	255	255
2291	40	5
2292	255	255
2293	255	255
2294	255	255
2295	255	255
2296	32	10
2297	255	255
2298	255	255
2299	255	255
2300	255	255
2301	255	255
2302	255	255
2303	255	255
2304	11	8
2305	28	2
2306	255	255
2307	255	255
2308	28	0
2309	28	255
2310	255	255
2311	28	1
2312	255	255
2313	255	255
2314	255	255
2315	34	14
2316	255	255
2317	28	3
2318	23	4
2319	255	255
2320	255	255
2321	255	255
2322	255	255
2323	255	255
2324	255	255
2325	28	4
2326	23	3
2327	255	255
2328	37	34
2329	255	255
2330	23	2
2331	255	255
2332	23	1
2333	38	19
2334	23	255
2335	23	0
2336	255	255
2337	255	255
2338	255	255
2339	255	255
2340	255	255
2341	28	5
2342	255	255
2343	255	255
2344	255	255
2345	255	255
2346	255	255
2347	255	255
2348	39	22
2349	255	255
2350	42	27
2351	255	255
2352	255	255
2353	255	255
2354	255	255
2355	255	255
2356	255	255
2357	255	255
2358	255	255
2359	33	25
2360	255	255
2361	255	255
2362	255	255
2363	19	15
2364	255	255
2365	255	255
2366	23	5
2367	255	255
2368	255	255
2369	31	15
2370	255	255
2371	255	255
2372	255	255
2373	28	6
2374	255	255
2375	255	255
2376	27	10
2377	255	255
2378	255	255
2379	17	8
2380	40	29
2381	255	255
2382	255	255
2383	255	255
2384	255	255
2385	255	255
2386	255	255
2387	43	29
2388	255	255
2389	255	255
2390	255	255
2391	255	255
2392	255	255
2393	255	255
2394	255	255
2395	33	30
2396	255	255
2397	255	255
2398	23	6
2399	255	255
2400	22	16
2401	255	255
2402	255	255
2403	255	255
2404	255	255
2405	43	24
2406	33	18
2407	38	31
2408	255	255
2409	255	255
2410	255	255
2411	255	255
2412	255	255
2413	37	13
2414	255	255
2415	255	255
2416	255	255
2417	255	255
2418	255	255
2419	255	255
2420	255	255
2421	255	255
2422	255	255
2423	255	255
2424	255	255
2425	255	255
2426	40	24
2427	255	255
2428	255	255
2429	255	255
2430	14	13
2431	255	255
2432	255	255
2433	255	255
2434	255	255
2435	255	255
2436	255	255
2437	28	7
2438	255	255
2439	255	255
2440	255	255
2441	42	16
2442	255	255
2443	255	255
2444	255	255
2445	21	9
2446	255	255
2447	255	255
2448	255	255
2449	255	255
2450	255	255
2451	255	255
2452	35	13
2453	255	255
2454	255	255
2455	255	255
2456	255	255
2457	26	15
2458	255	255
2459	255	255
2460	255	255
2461	255	255
2462	23	7
2463	29	11
2464	255	255
2465	255	255
2466	255	255
2467	39	10
2468	255	255
2469	255	255
2470	255	255
2471	255	255
2472	255	255
2473	24	11
2474	255	255
2475	255	255
2476	255	255
2477	255	255
2478	255	255
2479	255	255
2480	255	255
2481	255	255
2482	255	255
2483	255	255
2484	255	255
2485	255	255
2486	36	34
2487	255	255
2488	255	255
2489	255	255
2490	255	255
2491	255	255
2492	255	255
2493	255	255
2494	41	21
2495	38	26
2496	255	255
2497	255	255
2498	255	255
2499	36	13
2500	255	255
2501	42	39
2502	255	255
2503	27	22
2504	255	255
2505	255	255
2506	255	255
2507	255	255
2508	43	8
2509	255	255
2510	255	255
2511	255	255
2512	255	255
2513	255	255
2514	255	255
2515	40	8
2516	29	17
2517	255	255
2518	255	255
2519	255	255
2520	255	255
2521	255	255
2522	255	255
2523	255	255
2524	255	255
2525	255	255
2526	255	255
2527	255	255
2528	255	255
2529	35	34
2530	24	17
2531	255	255
2532	255	255
2533	255	255
2534	255	255
2535	255	255
2536	255	255
2537	255	255
2538	255	255
2539	255	255
2540	255	255
2541	255	255
2542	255	255
2543	16	10
2544	33	12
2545	255	255
2546	255	255
2547	255	255
2548	255	255
2549	255	255
2550	255	255
2551	255	255
2552	255	255
2553	255	255
2554	255	255
2555	255	255
2556	255	255
2557	255	255
2558	255	255
2559	255	255
2560	11	9
2561	255	255
2562	255	255
2563	255	255
2564	255	255
2565	255	255
2566	28	18
2567	255	255
2568	255	255
2569	255	255
2570	20	19
2571	255	255
2572	255	255
2573	255	255
2574	255	255
2575	255	255
2576	255	255
2577	255	255
2578	29	21
2579	255	255
2580	255	255
2581	255	255
2582	255	255
2583	34	27
2584	255	255
2585	255	255
2586	255	255
2587	255	255
2588	255	255
2589	23	18
2590	255	255
2591	255	255
2592	30	23
2593	42	37
2594	255	255
2595	255	255
2596	24	21
2597	33	6
2598	255	255
2599	255	255
2600	255	255
2601	255	255
2602	255	255
2603	255	255
2604	255	255
2605	255	255
2606	255	255
2607	255	255
2608	255	255
2609	35	22
2610	42	14
2611	41	11
2612	255	255
2613	255	255
2614	255	255
2615	255	255
2616	255	255
2617	255	255
2618	255	255
2619	30	28
2620	255	255
2621	255	255
2622	255	255
2623	255	255
2624	255	255
2625	255	255
2626	255	255
2627	255	255
2628	255	255
2629	33	5
2630	255	255
2631	37	10
2632	255	255
2633	255	255
2634	255	255
2635	17	9
2636	25	23
2637	255	255
2638	255	255
2639	255	255
2640	255	255
2641	255	255
2642	255	255
2643	255	255
2644	14	10
2645	255	255
2646	255	255
2647	28	25
2648	255	255
2649	255	255
2650	255	255
2651	255	255
2652	32	26
2653	255	255
2654	255	255
2655	255	255
2656	255	255
2657	33	2
2658	27	13
2659	255	255
2660	33	0
2661	33	255
2662	36	22
2663	33	1
2664	255	255
2665	255	255
2666	255	255
2667	255	255
2668	255	255
2669	33	3
2670	255	255
2671	255	255
2672	31	20
2673	255	255
2674	255	255
2675	255	255
2676	255	255
2677	33	4
2678	255	255
2679	255	255
2680	41	17
2681	255	255
2682	255	255
2683	255	255
2684	255	255
2685	255	255
2686	255	255
2687	255	255
2688	255	255
2689	255	255
2690	255	255
2691	255	255
2692	32	31
2693	255	255
2694	255	255
2695	255	255
2696	255	255
2697	39	13
2698	255	255
2699	23	12
2700	255	255
2701	21	8
2702	255	255
2703	42	36
2704	28	12
2705	255	255
2706	255	255
2707	255	255
2708	255	255
2709	255	255
2710	255	255
2711	255	255
2712	255	255
2713	255	255
2714	255	255
2715	255	255
2716	255	255
2717	255	255
2718	255	255
2719	255	255
2720	255	255
2721	255	255
2722	255	255
2723	255	255
2724	255	255
2725	255	255
2726	255	255
2727	255	255
2728	26	20
2729	255	255
2730	255	255
2731	255	255
2732	255	255
2733	255	255
2734	255	255
2735	255	255
2736	34	16
2737	255	255
2738	255	255
2739	255	255
2740	255	255
2741	255	255
2742	255	255
2743	255	255
2744	255	255
2745	255	255
2746	255	255
2747	255	255
2748	255	255
2749	255	255
2750	35	10
2751	255	255
2752	255	255
2753	255	255
2754	255	255
2755	255	255
2756	255	255
2757	16	13
2758	255	255
2759	255	255
2760	37	22
2761	255	255
2762	255	255
2763	255	255
2764	43	9
2765	255	255
2766	255	255
2767	255	255
2768	255	255
2769	255	255
2770	255	255
2771	40	9
2772	255	255
2773	255	255
2774	255	255
2775	255	255
2776	42	35
2777	255	255
2778	255	255
2779	22	14
2780	255	255
2781	255	255
2782	255	255
2783	255	255
2784	41	40
2785	255	255
2786	255	255
2787	255	255
2788	255	255
2789	33	7
2790	255	255
2791	255	255
2792	255	255
2793	36	10
2794	255	255
2795	255	255
2796	255	255
2797	255	255
2798	255	255
2799	255	255
2800	255	255
2801	255	255
2802	255	255
2803	255	255
2804	255	255
2805	255	255
2806	255	255
2807	255	255
2808	255	255
2809	255	255
2810	255	255
2811	255	255
2812	39	34
2813	255	255
2814	32	19
2815	43	41
2816	255	255
2817	255	255
2818	255	255
2819	18	11
2820	255	255
2821	28	9
2822	255	255
2823	39	26
2824	255	255
2825	255	255
2826	255	255
2827	255	255
2828	255	255
2829	21	7
2830	255	255
2831	255	255
2832	255	255
2833	255	255
2834	255	255
2835	255	255
2836	255	255
2837	255	255
2838	255	255
2839	255	255
2840	255	255
2841	25	17
2842	255	255
2843	38	10
2844	255	255
2845	255	255
2846	23	9
2847	255	255
2848	255	255
2849	255	255
2850	255	255
2851	255	255
2852	255	255
2853	255	255
2854	20	13
2855	255	255
2856	255	255
2857	255	255
2858	255	255
2859	255	255
2860	255	255
2861	41	23
2862	255	255
2863	255	255
2864	255	255
2865	255	255
2866	255	255
2867	255	255
2868	31	27
2869	255	255
2870	41	28
2871	255	255
2872	255	255
2873	255	255
2874	255	255
2875	255	255
2876	255	255
2877	15	10
2878	30	11
2879	255	255
2880	255	255
2881	255	255
2882	255	255
2883	255	255
2884	255	255
2885	255	255
2886	40	12
2887	255	255
2888	18	17
2889	255	255
2890	255	255
2891	26	16
2892	255	255
2893	255	255
2894	27	19
2895	255	255
2896	255	255
2897	255	255
2898	25	11
2899	34	20
2900	255	255
2901	255	255
2902	255	255
2903	255	255
2904	255	255
2905	43	12
2906	255	255
2907	42	15
2908	255	255
2909	255	255
2910	255	255
2911	255	255
2912	255	255
2913	255	255
2914	255	255
2915	255	255
2916	255	255
2917	33	8
2918	255	255
2919	255	255
2920	255	255
2921	255	255
2922	255	255
2923	255	255
2924	255	255
2925	255	255
2926	255	255
2927	255	255
2928	255	255
2929	255	255
2930	255	255
2931	255	255
2932	255	255
2933	30	17
2934	255	255
2935	255	255
2936	255	255
2937	255	255
2938	255	255
2939	255	255
2940	255	255
2941	42	38
2942	255	255
2943	255	255
2944	255	255
2945	40	25
2946	255	255
2947	255	255
2948	255	255
2949	21	3
2950	255	255
2951	255	255
2952	255	255
2953	21	2
2954	255	255
2955	255	255
2956	21	0
2957	21	255
2958	255	255
2959	21	1
2960	255	255
2961	255	255
2962	255	255
2963	31	16
2964	38	22
2965	12	11
2966	255	255
2967	255	255
2968	255	255
2969	255	255
2970	255	255
2971	255	255
2972	255	255
2973	21	4
2974	43	25
2975	255	255
2976	255	255
2977	255	255
2978	255	255
2979	255	255
2980	255	255
2981	39	19
2982	255	255
2983	34	32
2984	255	255
2985	255	255
2986	255	255
2987	255	255
2988	255	255
2989	21	5
2990	255	255
2991	255	255
2992	255	255
2993	255	255
2994	22	15
2995	255	255
2996	255	255
2997	255	255
2998	255	255
2999	255	255
3000	255	255
3001	255	255
3002	255	255
3003	255	255
3004	255	255
3005	255	255
3006	255	255
3007	255	255
3008	255	255
3009	255	255
3010	255	255
3011	255	255
3012	255	255
3013	255	255
3014	255	255
3015	255	255
3016	255	255
3017	255	255
3018	255	255
3019	255	255
3020	33	24
3021	21	6
3022	255	255
3023	43	18
3024	40	18
3025	255	255
3026	32	13
3027	255	255
3028	255	255
3029	255	255
3030	255	255
3031	255	255
3032	255	255
3033	255	255
3034	255	255
3035	255	255
3036	255	255
3037	255	255
3038	17	12
3039	39	31
3040	255	255
3041	255	255
3042	255	255
3043	255	255
3044	255	255
3045	255	255
3046	255	255
3047	255	255
3048	255	255
3049	19	16
3050	255	255
3051	255	255
3052	27	26
3053	40	30
3054	255	255
3055	255	255
3056	255	255
3057	255	255
3058	43	30
3059	255	255
3060	255	255
3061	255	255
3062	255	255
3063	255	255
3064	255	255
3065	255	255
3066	33	29
3067	255	255
3068	255	255
3069	255	255
3070	255	255
3071	255	255
3072	11	10
3073	255	255
3074	255	255
3075	30	15
3076	20	3
3077	255	255
3078	255	255
3079	255	255
3080	20	2
3081	255	255
3082	39	24
3083	255	255
3084	20	255
3085	20	0
3086	20	1
3087	255	255
3088	255	255
3089	255	255
3090	255	255
3091	255	255
3092	255	255
3093	255	255
3094	255	255
3095	255	255
3096	38	18
3097	33	31
3098	255	255
3099	255	255
3100	20	4
3101	255	255
3102	255	255
3103	255	255
3104	255	255
3105	255	255
3106	255	255
3107	255	255
3108	255	255
3109	38	30
3110	255	255
3111	255	255
3112	255	255
3113	255	255
3114	255	255
3115	255	255
3116	20	5
3117	42	17
3118	255	255
3119	255	255
3120	255	255
3121	255	255
3122	255	255
3123	255	255
3124	255	255
3125	255	255
3126	255	255
3127	255	255
3128	255	255
3129	255	255
3130	255	255
3131	255	255
3132	39	29
3133	255	255
3134	18	15
3135	255	255
3136	255	255
3137	255	255
3138	255	255
3139	43	22
3140	255	255
3141	255	255
3142	24	16
3143	37	9
3144	27	8
3145	38	25
3146	255	255
3147	17	10
3148	20	6
3149	255	255
3150	255	255
3151	255	255
3152	255	255
3153	255	255
3154	255	255
3155	255	255
3156	14	9
3157	255	255
3158	255	255
3159	255	255
3160	255	255
3161	255	255
3162	255	255
3163	255	255
3164	40	22
3165	255	255
3166	255	255
3167	255	255
3168	255	255
3169	255	255
3170	255	255
3171	33	19
3172	255	255
3173	255	255
3174	42	11
3175	41	14
3176	255	255
3177	255	255
3178	255	255
3179	255	255
3180	255	255
3181	255	255
3182	255	255
3183	25	15
3184	29	16
3185	255	255
3186	255	255
3187	255	255
3188	41	37
3189	255	255
3190	255	255
3191	255	255
3192	32	7
3193	255	255
3194	255	255
3195	255	255
3196	255	255
3197	255	255
3198	255	255
3199	255	255
3200	255	255
3201	255	255
3202	255	255
3203	255	255
3204	255	255
3205	255	255
3206	255	255
3207	255	255
3208	255	255
3209	255	255
3210	255	255
3211	255	255
3212	20	7
3213	41	35
3214	38	12
3215	22	11
3216	255	255
3217	255	255
3218	255	255
3219	255	255
3220	255	255
3221	255	255
3222	255	255
3223	255	255
3224	255	255
3225	255	255
3226	255	255
3227	255	255
3228	255	255
3229	255	255
3230	255	255
3231	255	255
3232	255	255
3233	255	255
3234	255	255
3235	39	8
3236	255	255
3237	255	255
3238	255	255
3239	21	13
3240	15	12
3241	255	255
3242	43	42
3243	255	255
3244	255	255
3245	255	255
3246	255	255
3247	255	255
3248	255	255
3249	255	255
3250	255	255
3251	255	255
3252	255	255
3253	42	40
3254	255	255
3255	255	255
3256	32	6
3257	255	255
3258	255	255
3259	255	255
3260	255	255
3261	255	255
3262	35	9
3263	255	255
3264	255	255
3265	33	26
3266	255	255
3267	255	255
3268	22	17
3269	255	255
3270	255	255
3271	255	255
3272	255	255
3273	255	255
3274	255	255
3275	255	255
3276	43	10
3277	255	255
3278	255	255
3279	255	255
3280	255	255
3281	255	255
3282	34	21
3283	40	10
3284	255	255
3285	255	255
3286	255	255
3287	29	27
3288	32	5
3289	255	255
3290	41	36
3291	255	255
3292	255	255
3293	255	255
3294	255	255
3295	255	255
3296	255	255
3297	27	24
3298	255	255
3299	255	255
3300	255	255
3301	255	255
3302	255	255
3303	255	255
3304	32	4
3305	36	9
3306	255	255
3307	255	255
3308	255	255
3309	255	255
3310	255	255
3311	16	8
3312	32	3
3313	255	255
3314	255	255
3315	255	255
3316	255	255
3317	255	255
3318	255	255
3319	255	255
3320	32	255
3321	32	0
3322	32	1
3323	255	255
3324	32	2
3325	255	255
3326	255	255
3327	255	255
3328	255	255
3329	255	255
3330	255	255
3331	255	255
3332	255	255
3333	28	10
3334	25	14
3335	255	255
3336	27	6
3337	255	255
3338	255	255
3339	255	255
3340	20	8
3341	255	255
3342	41	15
3343	255	255
3344	255	255
3345	255	255
3346	255	255
3347	255	255
3348	255	255
3349	37	25
3350	255	255
3351	255	255
3352	255	255
3353	255	255
3354	255	255
3355	38	9
3356	255	255
3357	255	255
3358	23	10
3359	255	255
3360	255	255
3361	255	255
3362	255	255
3363	39	7
3364	255	255
3365	255	255
3366	255	255
3367	255	255
3368	41	38
3369	26	21
3370	255	255
3371	35	12
3372	255	255
3373	255	255
3374	255	255
3375	255	255
3376	255	255
3377	255	255
3378	255	255
3379	255	255
3380	255	255
3381	255	255
3382	255	255
3383	255	255
3384	255	255
3385	255	255
3386	34	33
3387	255	255
3388	255	255
3389	15	9
3390	255	255
3391	255	255
3392	27	3
3393	255	255
3394	255	255
3395	255	255
3396	37	18
3397	255	255
3398	255	255
3399	255	255
3400	27	255
3401	27	0
3402	27	1
3403	255	255
3404	27	2
3405	255	255
3406	255	255
3407	33	13
3408	255	255
3409	32	24
3410	255	255
3411	255	255
3412	255	255
3413	255	255
3414	255	255
3415	18	14
3416	27	4
3417	255	255
3418	255	255
3419	255	255
3420	255	255
3421	255	255
3422	255	255
3423	255	255
3424	255	255
3425	255	255
3426	255	255
3427	42	28
3428	255	255
3429	255	255
3430	255	255
3431	32	29
3432	27	5
3433	255	255
3434	30	14
3435	255	255
3436	255	255
3437	255	255
3438	255	255
3439	16	7
3440	255	255
3441	255	255
3442	255	255
3443	255	255
3444	255	255
3445	255	255
3446	255	255
3447	255	255
3448	42	23
3449	37	30
3450	255	255
3451	255	255
3452	36	12
3453	255	255
3454	255	255
3455	255	255
3456	35	30
3457	255	255
3458	255	255
3459	39	5
3460	255	255
3461	255	255
3462	255	255
3463	255	255
3464	255	255
3465	255	255
3466	28	22
3467	21	19
3468	255	255
3469	255	255
3470	255	255
3471	255	255
3472	255	255
3473	23	22
3474	255	255
3475	29	20
3476	255	255
3477	255	255
3478	255	255
3479	255	255
3480	255	255
3481	255	255
3482	255	255
3483	255	255
3484	255	255
3485	255	255
3486	255	255
3487	255	255
3488	255	255
3489	39	1
3490	39	0
3491	39	255
3492	255	255
3493	24	20
3494	255	255
3495	39	2
3496	255	255
3497	255	255
3498	255	255
3499	39	3
3500	255	255
3501	255	255
3502	255	255
3503	16	6
3504	255	255
3505	255	255
3506	255	255
3507	39	4
3508	255	255
3509	255	255
3510	255	255
3511	255	255
3512	255	255
3513	255	255
3514	255	255
3515	36	25
3516	255	255
3517	35	18
3518	255	255
3519	255	255
3520	255	255
3521	14	12
3522	255	255
3523	255	255
3524	255	255
3525	255	255
3526	255	255
3527	255	255
3528	27	7
3529	255	255
3530	255	255
3531	255	255
3532	255	255
3533	255	255
3534	255	255
3535	16	5
3536	255	255
3537	255	255
3538	37	12
3539	255	255
3540	255	255
3541	255	255
3542	255	255
3543	36	30
3544	255	255
3545	255	255
3546	255	255
3547	255	255
3548	255	255
3549	255	255
3550	255	255
3551	255	255
3552	255	255
3553	255	255
3554	255	255
3555	39	6
3556	255	255
3557	255	255
3558	255	255
3559	16	3
3560	255	255
3561	255	255
3562	36	18
3563	16	2
3564	35	25
3565	16	1
3566	16	0
3567	16	255
3568	255	255
3569	31	21
3570	255	255
3571	255	255
3572	255	255
3573	255	255
3574	255	255
3575	255	255
3576	32	8
3577	255	255
3578	255	255
3579	255	255
3580	255	255
3581	255	255
3582	255	255
3583	16	4
3584	255	255
3585	255	255
3586	255	255
3587	42	33
3588	255	255
3589	255	255
3590	19	11
3591	37	6
3592	255	255
3593	255	255
3594	255	255
3595	255	255
3596	20	9
3597	255	255
3598	255	255
3599	255	255
3600	255	255
3601	255	255
3602	255	255
3603	255	255
3604	14	6
3605	255	255
3606	255	255
3607	255	255
3608	255	255
3609	255	255
3610	27	25
3611	38	8
3612	255	255
3613	255	255
3614	255	255
3615	255	255
3616	255	255
3617	255	255
3618	255	255
3619	255	255
3620	255	255
3621	255	255
3622	255	255
3623	255	255
3624	255	255
3625	255	255
3626	255	255
3627	255	255
3628	255	255
3629	255	255
3630	255	255
3631	28	13
3632	255	255
3633	255	255
3634	255	255
3635	255	255
3636	23	13
3637	255	255
3638	39	12
3639	31	17
3640	255	255
3641	255	255
3642	255	255
3643	255	255
3644	255	255
3645	15	8
3646	35	7
3647	41	20
3648	255	255
3649	34	23
3650	255	255
3651	37	2
3652	14	4
3653	37	1
3654	37	0
3655	37	255
3656	255	255
3657	255	255
3658	255	255
3659	27	18
3660	255	255
3661	19	17
3662	255	255
3663	37	3
3664	14	2
3665	255	255
3666	255	255
3667	255	255
3668	14	255
3669	14	0
3670	14	1
3671	37	4
3672	255	255
3673	255	255
3674	34	28
3675	255	255
3676	14	3
3677	255	255
3678	255	255
3679	255	255
3680	255	255
3681	255	255
3682	255	255
3683	255	255
3684	255	255
3685	33	10
3686	255	255
3687	37	5
3688	43	26
3689	36	7
3690	255	255
3691	255	255
3692	255	255
3693	255	255
3694	255	255
3695	255	255
3696	255	255
3697	255	255
3698	255	255
3699	255	255
3700	14	5
3701	255	255
3702	30	27
3703	40	26
3704	255	255
3705	255	255
3706	16	12
3707	255	255
3708	31	11
3709	255	255
3710	255	255
3711	255	255
3712	255	255
3713	255	255
3714	255	255
3715	255	255
3716	38	29
3717	255	255
3718	255	255
3719	255	255
3720	255	255
3721	255	255
3722	255	255
3723	255	255
3724	255	255
3725	255	255
3726	255	255
3727	255	255
3728	255	255
3729	255	255
3730	255	255
3731	255	255
3732	24	15
3733	255	255
3734	255	255
3735	255	255
3736	255	255
3737	255	255
3738	255	255
3739	255	255
3740	255	255
3741	39	30
3742	35	5
3743	255	255
3744	39	18
3745	255	255
3746	29	15
3747	255	255
3748	26	11
3749	255	255
3750	255	255
3751	255	255
3752	255	255
3753	36	6
3754	255	255
3755	255	255
3756	255	255
3757	255	255
3758	35	4
3759	40	31
3760	43	31
3761	255	255
3762	38	24
3763	255	255
3764	255	255
3765	255	255
3766	35	3
3767	255	255
3768	255	255
3769	255	255
3770	35	2
3771	255	255
3772	35	1
3773	25	16
3774	35	255
3775	35	0
3776	255	255
3777	255	255
3778	255	255
3779	255	255
3780	255	255
3781	255	255
3782	255	255
3783	37	7
3784	255	255
3785	36	5
3786	43	19
3787	41	32
3788	255	255
3789	255	255
3790	255	255
3791	255	255
3792	255	255
3793	30	16
3794	255	255
3795	255	255
3796	14	7
3797	40	19
3798	255	255
3799	255	255
3800	255	255
3801	255	255
3802	255	255
3803	255	255
3804	255	255
3805	27	12
3806	255	255
3807	255	255
3808	255	255
3809	36	3
3810	255	255
3811	255	255
3812	255	255
3813	255	255
3814	255	255
3815	255	255
3816	36	0
3817	36	255
3818	33	22
3819	36	1
3820	18	16
3821	36	2
3822	255	255
3823	26	17
3824	255	255
3825	39	25
3826	255	255
3827	255	255
3828	255	255
3829	255	255
3830	255	255
3831	255	255
3832	32	9
3833	36	4
3834	255	255
3835	255	255
3836	255	255
3837	255	255
3838	35	6
3839	255	255
3840	255	255
3841	255	255
3842	22	21
3843	28	19
3844	255	255
3845	255	255
3846	255	255
3847	255	255
3848	255	255
3849	255	255
3850	255	255
3851	38	4
3852	255	255
3853	255	255
3854	255	255
3855	20	18
3856	255	255
3857	255	255
3858	255	255
3859	38	3
3860	34	17
3861	255	255
3862	255	255
3863	35	24
3864	23	19
3865	38	1
3866	38	0
3867	38	255
3868	255	255
3869	15	5
3870	255	255
3871	38	2
3872	255	255
3873	35	29
3874	255	255
3875	255	255
3876	255	255
3877	255	255
3878	255	255
3879	255	255
3880	255	255
3881	255	255
3882	13	11
3883	255	255
3884	255	255
3885	15	4
3886	255	255
3887	255	255
3888	255	255
3889	255	255
3890	30	20
3891	255	255
3892	255	255
3893	15	3
3894	255	255
3895	255	255
3896	255	255
3897	15	2
3898	255	255
3899	38	5
3900	15	0
3901	15	255
3902	255	255
3903	15	1
3904	36	24
3905	255	255
3906	255	255
3907	255	255
3908	255	255
3909	255	255
3910	255	255
3911	37	8
3912	27	9
3913	255	255
3914	255	255
3915	255	255
3916	255	255
3917	255	255
3918	255	255
3919	255	255
3920	255	255
3921	255	255
3922	255	255
3923	255	255
3924	14	8
3925	255	255
3926	255	255
3927	255	255
3928	255	255
3929	255	255
3930	255	255
3931	38	6
3932	255	255
3933	255	255
3934	25	20
3935	34	11
3936	255	255
3937	17	13
3938	31	23
3939	255	255
3940	255	255
3941	255	255
3942	255	255
3943	255	255
3944	255	255
3945	255	255
3946	255	255
3947	255	255
3948	255	255
3949	32	12
3950	255	255
3951	255	255
3952	255	255
3953	255	255
3954	255	255
3955	255	255
3956	255	255
3957	255	255
3958	36	29
3959	255	255
3960	255	255
3961	31	28
3962	255	255
3963	41	27
3964	255	255
3965	15	6
3966	255	255
3967	255	255
3968	255	255
3969	255	255
3970	255	255
3971	255	255
3972	255	255
3973	255	255
3974	255	255
3975	255	255
3976	255	255
3977	255	255
3978	255	255
3979	255	255
3980	40	34
3981	21	10
3982	255	255
3983	255	255
3984	41	39
3985	255	255
3986	255	255
3987	43	34
3988	255	255
3989	255	255
3990	255	255
3991	255	255
3992	255	255
3993	20	12
3994	255	255
3995	38	7
3996	255	255
3997	255	255
3998	255	255
3999	255	255
4000	255	255
4001	28	26
4002	255	255
4003	39	9
4004	255	255
4005	255	255
4006	255	255
4007	255	255
4008	255	255
4009	255	255
4010	32	25
4011	255	255
4012	255	255
4013	255	255
4014	255	255
4015	255	255
4016	255	255
4017	255	255
4018	255	255
4019	255	255
4020	255	255
4021	255	255
4022	255	255
4023	255	255
4024	255	255
4025	255	255
4026	26	23
4027	255	255
4028	255	255
4029	15	7
4030	35	8
4031	255	255
4032	255	255
4033	255	255
4034	255	255
4035	255	255
4036	255	255
4037	255	255
4038	32	30
4039	255	255
4040	255	255
4041	255	255
4042	255	255
4043	29	14
4044	255	255
4045	255	255
4046	255	255
4047	255	255
4048	255	255
4049	255	255
4050	255	255
4051	255	255
4052	255	255
4053	255	255
4054	255	255
4055	255	255
4056	37	29
4057	255	255
4058	255	255
4059	255	255
4060	41	16
4061	255	255
4062	255	255
4063	255	255
4064	255	255
4065	255	255
4066	255	255
4067	255	255
4068	255	255
4069	255	255
4070	43	13
4071	255	255
4072	255	255
4073	36	8
4074	255	255
4075	42	21
4076	255	255
4077	255	255
4078	37	24
4079	16	9
4080	255	255
4081	255	255
4082	255	255
4083	255	255
4084	255	255
4085	255	255
4086	255	255
4087	255	255
4088	255	255
4089	40	13
4090	255	255
4091	32	18
4092	255	255
4093	24	14
4094	255	255
4095	255	255
