Loc	XOR	
00000100000000000000000000010000000000000000	001011110100	
00001000000000000000000000010000000000000000	000001001100	
00010000000000000000000000010000000000000000	010100111100	
00100000000000000000000000010000000000000000	111111011100	
01000000000000000000000000010000000000000000	100110001001	
10000000000000000000000000010000000000000000	010100100011	
00000000000000000000000001100000000000000000	101101001000	
00000000000000000000000010100000000000000000	111001001101	
00000000000000000000000100100000000000000000	010001000111	
00000000000000000000001000100000000000000000	001111000110	
00000000000000000000010000100000000000000000	110011000100	
00000000000000000000100000100000000000000000	000101010101	
00000000000000000001000000100000000000000000	100111100010	
00000000000000000010000000100000000000000000	101100011001	
00000000000000000100000000100000000000000000	111011101111	
00000000000000001000000000100000000000000000	010100000011	
00000000000000010000000000100000000000000000	000101001110	
00000000000000100000000000100000000000000000	100111010100	
00000000000001000000000000100000000000000000	101101110101	
00000000000010000000000000100000000000000000	111000110111	
00000000000100000000000000100000000000000000	010010110011	
00000000001000000000000000100000000000000000	001000101110	
00000000010000000000000000100000000000000000	111100010100	
00000000100000000000000000100000000000000000	011011110101	
00000001000000000000000000100000000000000000	011010100010	
00000010000000000000000000100000000000000000	011000001100	
00000100000000000000000000100000000000000000	011101010000	
00001000000000000000000000100000000000000000	010111101000	
00010000000000000000000000100000000000000000	000010011000	
00100000000000000000000000100000000000000000	101001111000	
01000000000000000000000000100000000000000000	110000101101	
10000000000000000000000000100000000000000000	000010000111	
00000000000000000000000011000000000000000000	010100000101	
00000000000000000000000101000000000000000000	111100001111	
00000000000000000000001001000000000000000000	100010001110	
00000000000000000000010001000000000000000000	011110001100	
00000000000000000000100001000000000000000000	101000011101	
00000000000000000001000001000000000000000000	001010101010	
00000000000000000010000001000000000000000000	000001010001	
00000000000000000100000001000000000000000000	010110100111	
00000000000000001000000001000000000000000000	111001001011	
00000000000000010000000001000000000000000000	101000000110	
00000000000000100000000001000000000000000000	001010011100	
00000000000001000000000001000000000000000000	000000111101	
00000000000010000000000001000000000000000000	010101111111	
00000000000100000000000001000000000000000000	111111111011	
00000000001000000000000001000000000000000000	100101100110	
00000000010000000000000001000000000000000000	010001011100	
00000000100000000000000001000000000000000000	110110111101	
00000001000000000000000001000000000000000000	110111101010	
00000010000000000000000001000000000000000000	110101000100	
00000100000000000000000001000000000000000000	110000011000	
00001000000000000000000001000000000000000000	111010100000	
00010000000000000000000001000000000000000000	101111010000	
00100000000000000000000001000000000000000000	000100110000	
01000000000000000000000001000000000000000000	011101100101	
10000000000000000000000001000000000000000000	101111001111	
00000000000000000000000110000000000000000000	101000001010	
00000000000000000000001010000000000000000000	110110001011	
00000000000000000000010010000000000000000000	001010001001	
00000000000000000000100010000000000000000000	111100011000	
00000000000000000001000010000000000000000000	011110101111	
00000000000000000010000010000000000000000000	010101010100	
00000000000000000100000010000000000000000000	000010100010	
00000000000000001000000010000000000000000000	101101001110	
00000000000000010000000010000000000000000000	111100000011	
00000000000000100000000010000000000000000000	011110011001	
00000000000001000000000010000000000000000000	010100111000	
00000000000010000000000010000000000000000000	000001111010	
00000000000100000000000010000000000000000000	101011111110	
00000000001000000000000010000000000000000000	110001100011	
00000000010000000000000010000000000000000000	000101011001	
00000000100000000000000010000000000000000000	100010111000	
00000001000000000000000010000000000000000000	100011101111	
00000010000000000000000010000000000000000000	100001000001	
00000100000000000000000010000000000000000000	100100011101	
00001000000000000000000010000000000000000000	101110100101	
00010000000000000000000010000000000000000000	111011010101	
00100000000000000000000010000000000000000000	010000110101	
01000000000000000000000010000000000000000000	001001100000	
10000000000000000000000010000000000000000000	111011001010	
00000000000000000000001100000000000000000000	011110000001	
00000000000000000000010100000000000000000000	100010000011	
00000000000000000000100100000000000000000000	010100010010	
00000000000000000001000100000000000000000000	110110100101	
00000000000000000010000100000000000000000000	111101011110	
00000000000000000100000100000000000000000000	101010101000	
00000000000000001000000100000000000000000000	000101000100	
00000000000000010000000100000000000000000000	010100001001	
00000000000000100000000100000000000000000000	110110010011	
00000000000001000000000100000000000000000000	111100110010	
00000000000010000000000100000000000000000000	101001110000	
00000000000100000000000100000000000000000000	000011110100	
00000000001000000000000100000000000000000000	011001101001	
00000000010000000000000100000000000000000000	101101010011	
00000000100000000000000100000000000000000000	001010110010	
00000001000000000000000100000000000000000000	001011100101	
00000010000000000000000100000000000000000000	001001001011	
00000100000000000000000100000000000000000000	001100010111	
00001000000000000000000100000000000000000000	000110101111	
00010000000000000000000100000000000000000000	010011011111	
00100000000000000000000100000000000000000000	111000111111	
01000000000000000000000100000000000000000000	100001101010	
10000000000000000000000100000000000000000000	010011000000	
00000000000000000000011000000000000000000000	111100000010	
00000000000000000000101000000000000000000000	001010010011	
00000000000000000001001000000000000000000000	101000100100	
00000000000000000010001000000000000000000000	100011011111	
00000000000000000100001000000000000000000000	110100101001	
00000000000000001000001000000000000000000000	011011000101	
00000000000000010000001000000000000000000000	001010001000	
00000000000000100000001000000000000000000000	101000010010	
00000000000001000000001000000000000000000000	100010110011	
00000000000010000000001000000000000000000000	110111110001	
00000000000100000000001000000000000000000000	011101110101	
00000000001000000000001000000000000000000000	000111101000	
00000000010000000000001000000000000000000000	110011010010	
00000000100000000000001000000000000000000000	010100110011	
00000001000000000000001000000000000000000000	010101100100	
00000010000000000000001000000000000000000000	010111001010	
00000100000000000000001000000000000000000000	010010010110	
00001000000000000000001000000000000000000000	011000101110	
00010000000000000000001000000000000000000000	001101011110	
00100000000000000000001000000000000000000000	100110111110	
01000000000000000000001000000000000000000000	111111101011	
10000000000000000000001000000000000000000000	001101000001	
00000000000000000000110000000000000000000000	110110010001	
00000000000000000001010000000000000000000000	010100100110	
00000000000000000010010000000000000000000000	011111011101	
00000000000000000100010000000000000000000000	001000101011	
00000000000000001000010000000000000000000000	100111000111	
00000000000000010000010000000000000000000000	110110001010	
00000000000000100000010000000000000000000000	010100010000	
00000000000001000000010000000000000000000000	011110110001	
00000000000010000000010000000000000000000000	001011110011	
00000000000100000000010000000000000000000000	100001110111	
00000000001000000000010000000000000000000000	111011101010	
00000000010000000000010000000000000000000000	001111010000	
00000000100000000000010000000000000000000000	101000110001	
00000001000000000000010000000000000000000000	101001100110	
00000010000000000000010000000000000000000000	101011001000	
00000100000000000000010000000000000000000000	101110010100	
00001000000000000000010000000000000000000000	100100101100	
00010000000000000000010000000000000000000000	110001011100	
00100000000000000000010000000000000000000000	011010111100	
01000000000000000000010000000000000000000000	000011101001	
10000000000000000000010000000000000000000000	110001000011	
00000000000000000001100000000000000000000000	100010110111	
00000000000000000010100000000000000000000000	101001001100	
00000000000000000100100000000000000000000000	111110111010	
00000000000000001000100000000000000000000000	010001010110	
00000000000000010000100000000000000000000000	000000011011	
00000000000000100000100000000000000000000000	100010000001	
00000000000001000000100000000000000000000000	101000100000	
00000000000010000000100000000000000000000000	111101100010	
00000000000100000000100000000000000000000000	010111100110	
00000000001000000000100000000000000000000000	001101111011	
00000000010000000000100000000000000000000000	111001000001	
00000000100000000000100000000000000000000000	011110100000	
00000001000000000000100000000000000000000000	011111110111	
00000010000000000000100000000000000000000000	011101011001	
00000100000000000000100000000000000000000000	011000000101	
00001000000000000000100000000000000000000000	010010111101	
00010000000000000000100000000000000000000000	000111001101	
00100000000000000000100000000000000000000000	101100101101	
01000000000000000000100000000000000000000000	110101111000	
10000000000000000000100000000000000000000000	000111010010	
00000000000000000011000000000000000000000000	001011111011	
00000000000000000101000000000000000000000000	011100001101	
00000000000000001001000000000000000000000000	110011100001	
00000000000000010001000000000000000000000000	100010101100	
00000000000000100001000000000000000000000000	000000110110	
00000000000001000001000000000000000000000000	001010010111	
00000000000010000001000000000000000000000000	011111010101	
00000000000100000001000000000000000000000000	110101010001	
00000000001000000001000000000000000000000000	101111001100	
00000000010000000001000000000000000000000000	011011110110	
00000000100000000001000000000000000000000000	111100010111	
00000001000000000001000000000000000000000000	111101000000	
00000010000000000001000000000000000000000000	111111101110	
00000100000000000001000000000000000000000000	111010110010	
00001000000000000001000000000000000000000000	110000001010	
00010000000000000001000000000000000000000000	100101111010	
00100000000000000001000000000000000000000000	001110011010	
01000000000000000001000000000000000000000000	010111001111	
10000000000000000001000000000000000000000000	100101100101	
00000000000000000110000000000000000000000000	010111110110	
00000000000000001010000000000000000000000000	111000011010	
00000000000000010010000000000000000000000000	101001010111	
00000000000000100010000000000000000000000000	001011001101	
00000000000001000010000000000000000000000000	000001101100	
00000000000010000010000000000000000000000000	010100101110	
00000000000100000010000000000000000000000000	111110101010	
00000000001000000010000000000000000000000000	100100110111	
00000000010000000010000000000000000000000000	010000001101	
00000000100000000010000000000000000000000000	110111101100	
00000001000000000010000000000000000000000000	110110111011	
00000010000000000010000000000000000000000000	110100010101	
00000100000000000010000000000000000000000000	110001001001	
00001000000000000010000000000000000000000000	111011110001	
00010000000000000010000000000000000000000000	101110000001	
00100000000000000010000000000000000000000000	000101100001	
01000000000000000010000000000000000000000000	011100110100	
10000000000000000010000000000000000000000000	101110011110	
00000000000000001100000000000000000000000000	101111101100	
00000000000000010100000000000000000000000000	111110100001	
00000000000000100100000000000000000000000000	011100111011	
00000000000001000100000000000000000000000000	010110011010	
00000000000010000100000000000000000000000000	000011011000	
00000000000100000100000000000000000000000000	101001011100	
00000000001000000100000000000000000000000000	110011000001	
00000000010000000100000000000000000000000000	000111111011	
00000000100000000100000000000000000000000000	100000011010	
00000001000000000100000000000000000000000000	100001001101	
00000010000000000100000000000000000000000000	100011100011	
00000100000000000100000000000000000000000000	100110111111	
00001000000000000100000000000000000000000000	101100000111	
00010000000000000100000000000000000000000000	111001110111	
00100000000000000100000000000000000000000000	010010010111	
01000000000000000100000000000000000000000000	001011000010	
10000000000000000100000000000000000000000000	111001101000	
00000000000000011000000000000000000000000000	010001001101	
00000000000000101000000000000000000000000000	110011010111	
00000000000001001000000000000000000000000000	111001110110	
00000000000010001000000000000000000000000000	101100110100	
00000000000100001000000000000000000000000000	000110110000	
00000000001000001000000000000000000000000000	011100101101	
00000000010000001000000000000000000000000000	101000010111	
00000000100000001000000000000000000000000000	001111110110	
00000001000000001000000000000000000000000000	001110100001	
00000010000000001000000000000000000000000000	001100001111	
00000100000000001000000000000000000000000000	001001010011	
00001000000000001000000000000000000000000000	000011101011	
00010000000000001000000000000000000000000000	010110011011	
00100000000000001000000000000000000000000000	111101111011	
01000000000000001000000000000000000000000000	100100101110	
10000000000000001000000000000000000000000000	010110000100	
00000000000000110000000000000000000000000000	100010011010	
00000000000001010000000000000000000000000000	101000111011	
00000000000010010000000000000000000000000000	111101111001	
00000000000100010000000000000000000000000000	010111111101	
00000000001000010000000000000000000000000000	001101100000	
00000000010000010000000000000000000000000000	111001011010	
00000000100000010000000000000000000000000000	011110111011	
00000001000000010000000000000000000000000000	011111101100	
00000010000000010000000000000000000000000000	011101000010	
00000100000000010000000000000000000000000000	011000011110	
00001000000000010000000000000000000000000000	010010100110	
00010000000000010000000000000000000000000000	000111010110	
00100000000000010000000000000000000000000000	101100110110	
01000000000000010000000000000000000000000000	110101100011	
10000000000000010000000000000000000000000000	000111001001	
00000000000001100000000000000000000000000000	001010100001	
00000000000010100000000000000000000000000000	011111100011	
00000000000100100000000000000000000000000000	110101100111	
00000000001000100000000000000000000000000000	101111111010	
00000000010000100000000000000000000000000000	011011000000	
00000000100000100000000000000000000000000000	111100100001	
00000001000000100000000000000000000000000000	111101110110	
00000010000000100000000000000000000000000000	111111011000	
00000100000000100000000000000000000000000000	111010000100	
00001000000000100000000000000000000000000000	110000111100	
00010000000000100000000000000000000000000000	100101001100	
00100000000000100000000000000000000000000000	001110101100	
01000000000000100000000000000000000000000000	010111111001	
10000000000000100000000000000000000000000000	100101010011	
00000000000011000000000000000000000000000000	010101000010	
00000000000101000000000000000000000000000000	111111000110	
00000000001001000000000000000000000000000000	100101011011	
00000000010001000000000000000000000000000000	010001100001	
00000000100001000000000000000000000000000000	110110000000	
00000001000001000000000000000000000000000000	110111010111	
00000010000001000000000000000000000000000000	110101111001	
00000100000001000000000000000000000000000000	110000100101	
00001000000001000000000000000000000000000000	111010011101	
00010000000001000000000000000000000000000000	101111101101	
00100000000001000000000000000000000000000000	000100001101	
01000000000001000000000000000000000000000000	011101011000	
10000000000001000000000000000000000000000000	101111110010	
00000000000110000000000000000000000000000000	101010000100	
00000000001010000000000000000000000000000000	110000011001	
00000000010010000000000000000000000000000000	000100100011	
00000000100010000000000000000000000000000000	100011000010	
00000001000010000000000000000000000000000000	100010010101	
00000010000010000000000000000000000000000000	100000111011	
00000100000010000000000000000000000000000000	100101100111	
00001000000010000000000000000000000000000000	101111011111	
00010000000010000000000000000000000000000000	111010101111	
00100000000010000000000000000000000000000000	010001001111	
01000000000010000000000000000000000000000000	001000011010	
10000000000010000000000000000000000000000000	111010110000	
00000000001100000000000000000000000000000000	011010011101	
00000000010100000000000000000000000000000000	101110100111	
00000000100100000000000000000000000000000000	001001000110	
00000001000100000000000000000000000000000000	001000010001	
00000010000100000000000000000000000000000000	001010111111	
00000100000100000000000000000000000000000000	001111100011	
00001000000100000000000000000000000000000000	000101011011	
00010000000100000000000000000000000000000000	010000101011	
00100000000100000000000000000000000000000000	111011001011	
01000000000100000000000000000000000000000000	100010011110	
10000000000100000000000000000000000000000000	010000110100	
00000000011000000000000000000000000000000000	110100111010	
00000000101000000000000000000000000000000000	010011011011	
00000001001000000000000000000000000000000000	010010001100	
00000010001000000000000000000000000000000000	010000100010	
00000100001000000000000000000000000000000000	010101111110	
00001000001000000000000000000000000000000000	011111000110	
00010000001000000000000000000000000000000000	001010110110	
00100000001000000000000000000000000000000000	100001010110	
01000000001000000000000000000000000000000000	111000000011	
10000000001000000000000000000000000000000000	001010101001	
00000000110000000000000000000000000000000000	100111100001	
00000001010000000000000000000000000000000000	100110110110	
00000010010000000000000000000000000000000000	100100011000	
00000100010000000000000000000000000000000000	100001000100	
00001000010000000000000000000000000000000000	101011111100	
00010000010000000000000000000000000000000000	111110001100	
00100000010000000000000000000000000000000000	010101101100	
01000000010000000000000000000000000000000000	001100111001	
10000000010000000000000000000000000000000000	111110010011	
00000001100000000000000000000000000000000000	000001010111	
00000010100000000000000000000000000000000000	000011111001	
00000100100000000000000000000000000000000000	000110100101	
00001000100000000000000000000000000000000000	001100011101	
00010000100000000000000000000000000000000000	011001101101	
00100000100000000000000000000000000000000000	110010001101	
01000000100000000000000000000000000000000000	101011011000	
10000000100000000000000000000000000000000000	011001110010	
00000011000000000000000000000000000000000000	000010101110	
00000101000000000000000000000000000000000000	000111110010	
00001001000000000000000000000000000000000000	001101001010	
00010001000000000000000000000000000000000000	011000111010	
00100001000000000000000000000000000000000000	110011011010	
01000001000000000000000000000000000000000000	101010001111	
10000001000000000000000000000000000000000000	011000100101	
00000110000000000000000000000000000000000000	000101011100	
00001010000000000000000000000000000000000000	001111100100	
00010010000000000000000000000000000000000000	011010010100	
00100010000000000000000000000000000000000000	110001110100	
01000010000000000000000000000000000000000000	101000100001	
10000010000000000000000000000000000000000000	011010001011	
00001100000000000000000000000000000000000000	001010111000	
00010100000000000000000000000000000000000000	011111001000	
00100100000000000000000000000000000000000000	110100101000	
01000100000000000000000000000000000000000000	101101111101	
10000100000000000000000000000000000000000000	011111010111	
00011000000000000000000000000000000000000000	010101110000	
00101000000000000000000000000000000000000000	111110010000	
01001000000000000000000000000000000000000000	100111000101	
10001000000000000000000000000000000000000000	010101101111	
00110000000000000000000000000000000000000000	101011100000	
01010000000000000000000000000000000000000000	110010110101	
10010000000000000000000000000000000000000000	000000011111	
01100000000000000000000000000000000000000000	011001010101	
10100000000000000000000000000000000000000000	101011111111	
11000000000000000000000000000000000000000000	110010101010	
